"Wall Time","Configuration ID","Run History ID","Generation Count","Run Count","Final Performance","Origin-Challenge-Round-1","Origin-Challenge-Round-128","Origin-Challenge-Round-15","Origin-Challenge-Round-16","Origin-Challenge-Round-2","Origin-Challenge-Round-256","Origin-Challenge-Round-28","Origin-Challenge-Round-32","Origin-Challenge-Round-4","Origin-Challenge-Round-64","Origin-Challenge-Round-8","Origin-DEFAULT","Origin-Final-Challenge-Round","Origin-Final-Challenge-Round-16","Origin-Model-Builder-1.0","Origin-Model-Builder-100.0","Origin-Model-Builder-103.0","Origin-Model-Builder-104.0","Origin-Model-Builder-105.0","Origin-Model-Builder-106.0","Origin-Model-Builder-107.0","Origin-Model-Builder-110.0","Origin-Model-Builder-111.0","Origin-Model-Builder-112.0","Origin-Model-Builder-113.0","Origin-Model-Builder-114.0","Origin-Model-Builder-115.0","Origin-Model-Builder-116.0","Origin-Model-Builder-117.0","Origin-Model-Builder-118.0","Origin-Model-Builder-119.0","Origin-Model-Builder-120.0","Origin-Model-Builder-121.0","Origin-Model-Builder-123.0","Origin-Model-Builder-124.0","Origin-Model-Builder-125.0","Origin-Model-Builder-126.0","Origin-Model-Builder-127.0","Origin-Model-Builder-128.0","Origin-Model-Builder-131.0","Origin-Model-Builder-132.0","Origin-Model-Builder-133.0","Origin-Model-Builder-134.0","Origin-Model-Builder-135.0","Origin-Model-Builder-136.0","Origin-Model-Builder-137.0","Origin-Model-Builder-138.0","Origin-Model-Builder-139.0","Origin-Model-Builder-14.0","Origin-Model-Builder-140.0","Origin-Model-Builder-141.0","Origin-Model-Builder-142.0","Origin-Model-Builder-143.0","Origin-Model-Builder-144.0","Origin-Model-Builder-145.0","Origin-Model-Builder-146.0","Origin-Model-Builder-147.0","Origin-Model-Builder-148.0","Origin-Model-Builder-149.0","Origin-Model-Builder-15.0","Origin-Model-Builder-150.0","Origin-Model-Builder-151.0","Origin-Model-Builder-152.0","Origin-Model-Builder-153.0","Origin-Model-Builder-154.0","Origin-Model-Builder-155.0","Origin-Model-Builder-156.0","Origin-Model-Builder-157.0","Origin-Model-Builder-158.0","Origin-Model-Builder-159.0","Origin-Model-Builder-160.0","Origin-Model-Builder-161.0","Origin-Model-Builder-162.0","Origin-Model-Builder-163.0","Origin-Model-Builder-164.0","Origin-Model-Builder-165.0","Origin-Model-Builder-166.0","Origin-Model-Builder-167.0","Origin-Model-Builder-168.0","Origin-Model-Builder-169.0","Origin-Model-Builder-170.0","Origin-Model-Builder-171.0","Origin-Model-Builder-172.0","Origin-Model-Builder-173.0","Origin-Model-Builder-174.0","Origin-Model-Builder-175.0","Origin-Model-Builder-176.0","Origin-Model-Builder-177.0","Origin-Model-Builder-178.0","Origin-Model-Builder-179.0","Origin-Model-Builder-180.0","Origin-Model-Builder-181.0","Origin-Model-Builder-182.0","Origin-Model-Builder-183.0","Origin-Model-Builder-19.0","Origin-Model-Builder-2.0","Origin-Model-Builder-21.0","Origin-Model-Builder-25.0","Origin-Model-Builder-27.0","Origin-Model-Builder-3.0","Origin-Model-Builder-30.0","Origin-Model-Builder-31.0","Origin-Model-Builder-34.0","Origin-Model-Builder-35.0","Origin-Model-Builder-36.0","Origin-Model-Builder-38.0","Origin-Model-Builder-39.0","Origin-Model-Builder-40.0","Origin-Model-Builder-42.0","Origin-Model-Builder-43.0","Origin-Model-Builder-44.0","Origin-Model-Builder-47.0","Origin-Model-Builder-5.0","Origin-Model-Builder-50.0","Origin-Model-Builder-52.0","Origin-Model-Builder-54.0","Origin-Model-Builder-56.0","Origin-Model-Builder-57.0","Origin-Model-Builder-61.0","Origin-Model-Builder-62.0","Origin-Model-Builder-63.0","Origin-Model-Builder-66.0","Origin-Model-Builder-67.0","Origin-Model-Builder-68.0","Origin-Model-Builder-69.0","Origin-Model-Builder-70.0","Origin-Model-Builder-71.0","Origin-Model-Builder-72.0","Origin-Model-Builder-74.0","Origin-Model-Builder-75.0","Origin-Model-Builder-78.0","Origin-Model-Builder-8.0","Origin-Model-Builder-80.0","Origin-Model-Builder-81.0","Origin-Model-Builder-82.0","Origin-Model-Builder-83.0","Origin-Model-Builder-84.0","Origin-Model-Builder-85.0","Origin-Model-Builder-87.0","Origin-Model-Builder-90.0","Origin-Model-Builder-91.0","Origin-Model-Builder-94.0","Origin-RANDOM",
"81.182","0x2E6339","266","2","1","0.01","Continue=False; IncumbentCost=0.007894736842105263; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=139; ",
"81.223","0x2DE5D6","267","7","32","0.018084126984126984","Continue=True; IncumbentCost=0.008095238095238095; ChallengeCost=0.0; RunsNeededLeft=207; ","","","Continue=True; IncumbentCost=0.017895927601809955; ChallengeCost=0.0172; RunsNeededLeft=240; ","Continue=True; IncumbentCost=0.008163265306122448; ChallengeCost=0.0050; RunsNeededLeft=246; ","","","Continue=False; IncumbentCost=0.017895927601809955; ChallengeCost=0.018084126984126984; ","Continue=True; IncumbentCost=0.011307189542483661; ChallengeCost=0.008333333333333333; RunsNeededLeft=252; ","","Continue=True; IncumbentCost=0.011307189542483661; ChallengeCost=0.01; RunsNeededLeft=248; ","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=1.4541433702513926; firstArg(k)=0.01778787878787879; ModelVersion=120.0; ModelPoints=1262.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"81.306","0x2E77AE","272","2","1","1.0625131953239442","Continue=False; IncumbentCost=0.04653846153846154; ChallengeCost=1.0625131953239442; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=140; ",
"82.566","0x2DE5D8","268","2","1","0.01","Continue=False; IncumbentCost=0.0082; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=2.977031615177887; firstArg(k)=0.01778787878787879; ModelVersion=120.0; ModelPoints=1262.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"84.103","0x2FA10A","275","2","1","1.062559686946869","Continue=False; IncumbentCost=0.04653846153846154; ChallengeCost=1.062559686946869; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=141; ",
"84.123","0x2E49E4","269","2","1","0.01","Continue=False; IncumbentCost=0.009019607843137255; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=1.7683256087703196; firstArg(k)=0.01778787878787879; ModelVersion=121.0; ModelPoints=1291.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"84.669","0x2FC2F1","270","2","1","0.02","Continue=False; IncumbentCost=0.009019607843137255; ChallengeCost=0.02; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=142; ",
"84.728","0x2F357D","271","2","1","0.06","Continue=False; IncumbentCost=0.04653846153846154; ChallengeCost=0.06; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=2.0326640453544487; firstArg(k)=0.01781449275362319; ModelVersion=123.0; ModelPoints=1340.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"84.866","0x2FE36A","273","2","1","0.01","Continue=False; IncumbentCost=0.00823529411764706; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=143; ",
"85.15","0x2F357F","274","2","1","0.01","Continue=False; IncumbentCost=0.00823529411764706; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=7.214809790184718; firstArg(k)=0.01781449275362319; ModelVersion=123.0; ModelPoints=1340.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"85.306","0x3010FB","276","2","1","0.01","Continue=False; IncumbentCost=0.00823529411764706; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=144; ",
"85.546","0x2FA6BD","277","2","1","0.01","Continue=False; IncumbentCost=0.00803921568627451; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=2.1682614505994646; firstArg(k)=0.017817142857142858; ModelVersion=124.0; ModelPoints=1385.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"87.161","0x30CECB","279","2","1","0.02","Continue=False; IncumbentCost=0.00803921568627451; ChallengeCost=0.02; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=145; ",
"87.163","0x2FA6BF","285","2","1","1.0631005394935609","Continue=False; IncumbentCost=0.04653846153846154; ChallengeCost=1.0631005394935609; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=3.2355019669706286; firstArg(k)=0.017817142857142858; ModelVersion=124.0; ModelPoints=1385.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"87.165","0x30CFBB","278","2","1","0.01","Continue=False; IncumbentCost=0.009019607843137255; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=146; ",
"87.225","0x3015B8","280","4","4","0.025","Continue=True; IncumbentCost=0.01764705882352941; ChallengeCost=0.01; RunsNeededLeft=255; ","","","","Continue=True; IncumbentCost=0.012843137254901962; ChallengeCost=0.01; RunsNeededLeft=254; ","","","","Continue=False; IncumbentCost=0.02407491201608849; ChallengeCost=0.025; ","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=1.274220004229154; firstArg(k)=0.017895927601809955; ModelVersion=125.0; ModelPoints=1424.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"87.241","0x30E52B","281","2","1","0.01","Continue=False; IncumbentCost=0.00823529411764706; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=147; ",
"87.266","0x3015BA","282","2","1","0.01","Continue=False; IncumbentCost=0.009019607843137255; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=6.6499193452243315; firstArg(k)=0.017895927601809955; ModelVersion=125.0; ModelPoints=1424.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"87.527","0x3106B5","284","2","1","0.02","Continue=False; IncumbentCost=0.01764705882352941; ChallengeCost=0.02; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=148; ",
"87.577","0x301AED","283","2","1","0.01","Continue=False; IncumbentCost=0.00823529411764706; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=1.274065194748129; firstArg(k)=0.017895927601809955; ModelVersion=125.0; ModelPoints=1424.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"87.624","0x3106B7","286","5","8","0.22009142439524337","Continue=True; IncumbentCost=0.00823529411764706; ChallengeCost=0.0; RunsNeededLeft=255; ","","","","Continue=True; IncumbentCost=0.008627450980392158; ChallengeCost=0.0050; RunsNeededLeft=254; ","","","","Continue=True; IncumbentCost=0.010735294117647058; ChallengeCost=0.01; RunsNeededLeft=252; ","","Continue=False; IncumbentCost=0.017895927601809955; ChallengeCost=0.22009142439524337; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=149; ",
"87.679","0x3088F0","287","2","1","0.05","Continue=False; IncumbentCost=0.04653846153846154; ChallengeCost=0.05; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=2.0544286104620295; firstArg(k)=0.017895927601809955; ModelVersion=126.0; ModelPoints=1434.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"88.631","0x315F77","288","2","1","0.02","Continue=False; IncumbentCost=0.01764705882352941; ChallengeCost=0.02; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=150; ",
"88.724","0x3088F2","289","2","1","0.02","Continue=False; IncumbentCost=0.01764705882352941; ChallengeCost=0.02; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=5.0764763082821345; firstArg(k)=0.017895927601809955; ModelVersion=126.0; ModelPoints=1434.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"88.778","0x315F78","291","2","1","0.02","Continue=False; IncumbentCost=0.01764705882352941; ChallengeCost=0.02; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=151; ",
"88.82","0x310AC4","290","3","2","0.5375531131267548","Continue=True; IncumbentCost=0.00823529411764706; ChallengeCost=0.0; RunsNeededLeft=255; ","","","","Continue=False; IncumbentCost=0.027386877828054303; ChallengeCost=0.5375531131267548; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=1.8153877658187212; firstArg(k)=0.017895927601809955; ModelVersion=127.0; ModelPoints=1455.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"89.153","0x315F7A","292","2","1","0.36","Continue=False; IncumbentCost=0.04653846153846154; ChallengeCost=0.36; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=152; ",
"89.171","0x310AC6","293","2","1","0.01","Continue=False; IncumbentCost=0.00803921568627451; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=7.136869516855272; firstArg(k)=0.017895927601809955; ModelVersion=127.0; ModelPoints=1455.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"89.257","0x316812","294","2","1","0.02","Continue=False; IncumbentCost=0.009019607843137255; ChallengeCost=0.02; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=153; ",
"90.265","0x310E5F","295","2","1","0.01","Continue=False; IncumbentCost=0.00823529411764706; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=1.8153877658187212; firstArg(k)=0.017895927601809955; ModelVersion=127.0; ModelPoints=1455.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"90.318","0x31D841","296","2","1","0.01","Continue=False; IncumbentCost=0.00823529411764706; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=154; ",
"90.571","0x3164A7","297","2","1","0.01","Continue=False; IncumbentCost=0.00823529411764706; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=1.6911956152819256; firstArg(k)=0.017895927601809955; ModelVersion=128.0; ModelPoints=1483.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"90.793","0x31F13E","301","2","1","0.22","Continue=False; IncumbentCost=0.04653846153846154; ChallengeCost=0.22; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=155; ",
"90.857","0x3164A9","298","2","1","0.01","Continue=False; IncumbentCost=0.00823529411764706; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=3.976812985630172; firstArg(k)=0.017895927601809955; ModelVersion=128.0; ModelPoints=1483.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"94.83","0x33BC86","299","2","1","0.02","Continue=False; IncumbentCost=0.009019607843137255; ChallengeCost=0.02; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=156; ",
"94.831","0x316A53","300","2","1","0.05","Continue=False; IncumbentCost=0.04653846153846154; ChallengeCost=0.05; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=1.6920555118568725; firstArg(k)=0.017895927601809955; ModelVersion=128.0; ModelPoints=1483.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"94.832","0x33BC88","306","2","1","1.0631005394935609","Continue=False; IncumbentCost=0.04653846153846154; ChallengeCost=1.0631005394935609; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=157; ",
"94.833","0x331C75","304","5","8","0.021666666666666667","Continue=True; IncumbentCost=0.04653846153846154; ChallengeCost=0.04; RunsNeededLeft=255; ","","","","Continue=True; IncumbentCost=0.04653846153846154; ChallengeCost=0.04; RunsNeededLeft=254; ","","","","Continue=True; IncumbentCost=0.027288838612368027; ChallengeCost=0.025; RunsNeededLeft=252; ","","Continue=False; IncumbentCost=0.02011500754147813; ChallengeCost=0.021666666666666667; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=1.218439598615184; firstArg(k)=0.017895927601809955; ModelVersion=131.0; ModelPoints=1554.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"96.239","0x34212F","302","2","1","0.01","Continue=False; IncumbentCost=0.009019607843137255; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=158; ",
"96.248","0x331C77","303","2","1","0.02","Continue=False; IncumbentCost=0.01764705882352941; ChallengeCost=0.02; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=4.900836769556465; firstArg(k)=0.017895927601809955; ModelVersion=131.0; ModelPoints=1554.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"96.268","0x342131","305","5","8","0.11321237886428832","Continue=True; IncumbentCost=0.00823529411764706; ChallengeCost=0.0; RunsNeededLeft=255; ","","","","Continue=True; IncumbentCost=0.008627450980392158; ChallengeCost=0.0050; RunsNeededLeft=254; ","","","","Continue=True; IncumbentCost=0.010735294117647058; ChallengeCost=0.01; RunsNeededLeft=252; ","","Continue=False; IncumbentCost=0.017895927601809955; ChallengeCost=0.11321237886428832; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=159; ",
"96.32","0x33C21E","307","2","1","0.01","Continue=False; IncumbentCost=0.00823529411764706; ChallengeCost=0.01; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=2.151593465303953; firstArg(k)=0.017895927601809955; ModelVersion=132.0; ModelPoints=1554.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"96.328","0x342133","308","6","16","0.22880719734191896","Continue=True; IncumbentCost=0.00823529411764706; ChallengeCost=0.0; RunsNeededLeft=255; ","","","Continue=False; IncumbentCost=0.017895927601809955; ChallengeCost=0.22880719734191896; ","Continue=True; IncumbentCost=0.012941176470588235; ChallengeCost=0.01; RunsNeededLeft=254; ","","","","Continue=True; IncumbentCost=0.011307189542483661; ChallengeCost=0.01; RunsNeededLeft=252; ","","Continue=True; IncumbentCost=0.010735294117647058; ChallengeCost=0.01; RunsNeededLeft=248; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionCount=160; ",
"97.392","0x33C220","309","4","4","0.013333333333333334","Continue=True; IncumbentCost=0.00803921568627451; ChallengeCost=0.0; RunsNeededLeft=255; ","","","","Continue=True; IncumbentCost=0.00803921568627451; ChallengeCost=0.0050; RunsNeededLeft=254; ","","","","Continue=False; IncumbentCost=0.012843137254901962; ChallengeCost=0.013333333333333334; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EIMethod=EXPONENTIAL; EI=2.696478903321921; firstArg(k)=0.017895927601809955; ModelVersion=132.0; ModelPoints=1554.0; ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
